"","sp","quadrat","AWR_yr","n_stems_yr"
"142","astr","0424",2.87649475626253e-05,0.466666666666667
"143","astr","0430",2.17029393383341e-05,0.266666666666667
"144","astr","0431",0.000140179729741455,1.46666666666667
"145","astr","0510",0.000110348714384423,0.733333333333333
"146","astr","0511",0.000320884530542875,2
"147","astr","0512",1.46858862506246e-05,0.2
"148","astr","0513",0.000310044513522308,3.2
"149","astr","0514",4.23305080214992e-05,0.533333333333333
"150","astr","0516",0.000198972893310793,2.26666666666667
"151","astr","0517",5.22293306333695e-05,0.466666666666667
"152","astr","0520",1.40817654372522e-05,0.133333333333333
"153","astr","0524",3.35801397165157e-05,0.466666666666667
"154","astr","0525",1.1579559465918e-05,0.2
"155","astr","0530",9.04271154584032e-06,0.0666666666666667
"156","astr","0610",0.000233178040267535,2.33333333333333
"157","astr","0611",0.000375013565305975,4.2
"158","astr","0613",0.000219870998668388,1.4
"159","astr","0614",2.68607177903348e-05,0.333333333333333
"160","astr","0616",0.000158098637673086,1.6
"161","astr","0626",1.10487611416163e-05,0.2
"162","astr","0701",8.28602596177844e-06,0.133333333333333
"163","astr","0711",0.00010301348862781,1.46666666666667
"164","astr","0730",6.06824006164012e-05,0.533333333333333
"165","astr","0731",0.000208319020823432,1.66666666666667
"166","astr","0823",7.82538169769883e-05,1
"167","astr","0828",9.96809281504055e-06,0.2
"168","astr","0830",3.76535750826171e-05,0.4
"169","astr","0902",6.49524906292354e-06,0.0666666666666667
"170","astr","0916",1.67489788441498e-05,0.133333333333333
"171","astr","0917",0.000110847528316269,0.866666666666667
"172","astr","0923",0.000305583404784785,4.66666666666667
"173","astr","0924",7.3256892905101e-05,0.866666666666667
"174","astr","0925",3.7792021757072e-05,0.466666666666667
"175","astr","0926",8.29358483237497e-05,0.933333333333333
"176","astr","1007",8.67673426339755e-05,1.2
"177","astr","1008",0.000152215798864047,2.4
"178","astr","1015",0.000100669206699293,0.733333333333333
"179","astr","1016",0.000414145841585824,3.66666666666667
"180","astr","1017",0.000560428691547078,6.2
"181","astr","1018",3.98734841858967e-05,0.533333333333333
"182","astr","1023",6.67903598317415e-05,0.8
"183","astr","1026",2.18689283147961e-05,0.333333333333333
"184","astr","1102",3.72509884607301e-05,0.466666666666667
"185","astr","1108",1.19288960535247e-05,0.2
"186","astr","1115",3.21024274876972e-05,0.333333333333333
"187","astr","1116",0.000534272211556585,4.2
"188","astr","1117",0.000276014279068797,3.8
"189","astr","1118",0.000120084759784168,1.46666666666667
"190","astr","1123",7.60422525580563e-05,0.866666666666667
"191","astr","1207",8.00630673459384e-06,0.133333333333333
"192","astr","1211",2.82158735239215e-06,0.0666666666666667
"193","astr","1212",2.45777845055713e-05,0.4
"194","astr","1214",2.82158735239215e-06,0.0666666666666667
"195","astr","1216",0.000153274026532007,0.666666666666667
"196","astr","1217",0.000103280283872196,1.06666666666667
"197","astr","1218",0.000275426071456172,2.93333333333333
"198","astr","1224",0.000162172048979193,1.93333333333333
"199","astr","1228",5.64317470478429e-06,0.133333333333333
"200","astr","1229",6.39484008371635e-06,0.133333333333333
"201","astr","1301",0.000120918596180609,1
"202","astr","1302",1.70831271472773e-05,0.133333333333333
"203","astr","1311",2.13557487376876e-05,0.333333333333333
"204","astr","1312",0.000104527172702644,1.46666666666667
"205","astr","1314",0.000290102248087622,3.4
"206","astr","1315",0.000736495205347652,5.93333333333333
"207","astr","1316",0.000872210839680622,6.4
"208","astr","1317",0.000455391105626958,3.46666666666667
"209","astr","1318",0.00019820335813491,1.46666666666667
"210","astr","1319",0.000163865028215997,1.73333333333333
"211","astr","1320",1.79088195523796e-05,0.2
"212","astr","1328",0.000446474143190129,2.8
"213","astr","1329",0.000252779331907717,2
"214","astr","1402",9.46869397550032e-06,0.0666666666666667
"215","astr","1404",0.000138014003177793,0.666666666666667
"216","astr","1408",8.00630673459384e-06,0.133333333333333
"217","astr","1412",0.000769294647420583,7.13333333333333
"218","astr","1413",0.000134764897653483,1.13333333333333
"219","astr","1414",8.41117150182837e-05,0.866666666666667
"220","astr","1415",0.00120923003146164,7.93333333333333
"221","astr","1416",0.000964267898998935,4.46666666666667
"222","astr","1417",0.000695420698351467,7.4
"223","astr","1418",0.000639553470179704,6.46666666666667
"224","astr","1419",0.000638391279796538,4.66666666666667
"225","astr","1420",0.000433888406146836,3.53333333333333
"226","astr","1421",0.000300281030974117,3.06666666666667
"227","astr","1503",1.63616416717299e-05,0.2
"228","astr","1509",1.11206868784467e-05,0.133333333333333
"229","astr","1511",6.89921332595283e-05,0.466666666666667
"230","astr","1518",3.20465111763669e-05,0.2
"231","astr","1519",0.000487633886520404,5.6
"232","astr","1520",0.000236514861782505,2.4
"233","astr","1521",0.000541282115509868,3.86666666666667
"234","astr","1522",0.000340048507741872,3.4
"235","astr","1523",5.40558643683197e-06,0.0666666666666667
"236","astr","1613",0.000357548458660694,0.933333333333333
"237","astr","1619",0.000658382432756621,8.6
"238","astr","1620",0.00146496205234873,9.4
"239","astr","1621",0.000870263424274831,5.6
"240","astr","1622",0.000548396545091774,4.4
"241","astr","1623",8.22717378922412e-06,0.133333333333333
"242","astr","1624",9.89539402422456e-06,0.2
"243","astr","1626",3.99972811323167e-05,0.4
"244","astr","1630",6.41153298797744e-05,0.6
"245","astr","1631",6.54770305812211e-05,0.8
"246","astr","1632",6.39484008371635e-06,0.133333333333333
"247","astr","1704",4.43305400326964e-06,0.0666666666666667
"248","astr","1711",0.000137508322171688,1.2
"249","astr","1712",0.00032460102880306,1.86666666666667
"250","astr","1713",0.000643996567397884,3.33333333333333
"251","astr","1714",9.96164406135848e-05,0.8
"252","astr","1715",0.000300878751554971,1.8
"253","astr","1719",0.000146669388805545,2.06666666666667
"254","astr","1720",0.000875853338300165,8.46666666666667
"255","astr","1721",0.000782670992206727,5.26666666666667
"256","astr","1722",0.000384267559439983,2.66666666666667
"257","astr","1730",0.000155637884097211,1.33333333333333
"258","astr","1731",0.000172309726215328,1.2
"259","astr","1801",5.0592823870868e-05,0.466666666666667
"260","astr","1803",9.699246118348e-05,0.4
"261","astr","1804",9.31683641531569e-06,0.133333333333333
"262","astr","1809",5.13566828171926e-05,0.466666666666667
"263","astr","1810",2.33144059892116e-05,0.266666666666667
"264","astr","1813",6.38542272089623e-05,0.2
"265","astr","1814",0.000199138321349872,0.933333333333333
"266","astr","1817",1.99071898747878e-05,0.0666666666666667
"267","astr","1821",0.000623595817552829,6.06666666666667
"268","astr","1822",0.000702131494287802,4.6
"269","astr","1823",0.000654841648118764,3
"270","astr","1824",0.00166219204099868,8.73333333333333
"271","astr","1825",0.00037339044188113,2.26666666666667
"272","astr","1901",5.4692721410386e-05,0.6
"273","astr","1908",6.76140039965484e-05,0.266666666666667
"274","astr","1909",6.90226294997154e-05,0.733333333333333
"275","astr","1910",5.97343202733056e-05,0.266666666666667
"276","astr","1912",5.40558643683197e-06,0.0666666666666667
"277","astr","1913",1.0508512705928e-05,0.0666666666666667
"278","astr","1914",9.04271154584032e-06,0.0666666666666667
"279","astr","1915",6.84426546881785e-05,0.533333333333333
"280","astr","1916",0.000147772299857518,1.53333333333333
"281","astr","1921",0.000277718799382906,3.33333333333333
"282","astr","1922",0.000256746076999643,2.46666666666667
"283","astr","1924",0.00102967412419222,6.2
"284","astr","1925",0.00140359613263121,11
"285","astr","1926",0.000301816910953679,2.86666666666667
"286","astr","1927",0.000145904358749358,1.4
"287","astr","1932",0.000109855376622767,0.533333333333333
"288","astr","2008",5.50921082755956e-06,0.0666666666666667
"289","astr","2009",0.000100646629378533,0.933333333333333
"290","astr","2010",0.000131727378079242,0.933333333333333
"291","astr","2011",5.34380075840056e-05,0.333333333333333
"292","astr","2012",0.000111478578977032,1.06666666666667
"293","astr","2014",0.000107962908688288,1.33333333333333
"294","astr","2016",7.70626729830952e-06,0.0666666666666667
"295","astr","2021",5.30727953209127e-05,0.866666666666667
"296","astr","2024",0.00142828489055995,8.93333333333333
"297","astr","2025",0.000900665244082328,7.6
"298","astr","2026",0.00127037355657147,8.8
"299","astr","2027",0.000557723741126493,3.73333333333333
"300","astr","2031",0.000131232174503237,0.4
"301","astr","2032",0.000259857353821571,1
"302","beth","0102",4.48366830294368e-05,0.466666666666667
"303","beth","0207",2.74179277803407e-05,0.2
"304","beth","0208",6.92920594763511e-06,0.133333333333333
"305","beth","0901",1.82741896691079e-05,0.333333333333333
"306","beth","1404",1.59334410875336e-05,0.2
"307","beth","1416",4.23554412471615e-05,0.4
"308","beth","1701",2.82158735239215e-06,0.0666666666666667
"309","caca","0104",1.55739122694965e-05,0.0666666666666667
"310","caca","0105",1.04073592659134e-05,0.0666666666666667
"311","caca","0106",3.27271623075932e-05,0.266666666666667
"312","caca","0107",1.50149371459524e-05,0.133333333333333
"313","caca","0108",3.83717030076696e-05,0.133333333333333
"314","caca","0109",6.46699677510853e-06,0.133333333333333
"315","caca","0110",1.19825788227551e-05,0.133333333333333
"316","caca","0113",8.95444695712787e-06,0.0666666666666667
"317","caca","0122",5.39271606588041e-05,0.0666666666666667
"318","caca","0123",4.28050928198193e-05,0.4
"319","caca","0130",4.58170938169452e-05,0.133333333333333
"320","caca","0131",2.44785275512707e-05,0.0666666666666667
"321","caca","0202",8.9571556570275e-05,0.466666666666667
"322","caca","0203",1.97269994551902e-05,0.0666666666666667
"323","caca","0205",5.55680923830078e-06,0.0666666666666667
"324","caca","0206",5.35032469250147e-06,0.0666666666666667
"325","caca","0208",8.64802275801716e-05,0.4
"326","caca","0210",5.39271606588041e-05,0.0666666666666667
"327","caca","0212",3.66710611427606e-05,0.333333333333333
"328","caca","0217",3.93488402778142e-05,0.2
"329","caca","0218",4.38694489611572e-06,0.0666666666666667
"330","caca","0222",0.000194979985291005,0.133333333333333
"331","caca","0224",1.69333121644443e-05,0.2
"332","caca","0226",1.75772942440584e-05,0.0666666666666667
"333","caca","0231",9.95777490911673e-06,0.0666666666666667
"334","caca","0302",0.00017213833356153,1.13333333333333
"335","caca","0303",0.000294671494491498,0.666666666666667
"336","caca","0304",7.33541536528559e-05,0.666666666666667
"337","caca","0306",5.35032469250147e-06,0.0666666666666667
"338","caca","0307",0.000438512586443659,1
"339","caca","0308",0.000208033003617214,1.26666666666667
"340","caca","0309",8.89847460703957e-05,0.866666666666667
"341","caca","0310",4.2078320858456e-06,0.0666666666666667
"342","caca","0312",0.000110576730970575,0.733333333333333
"343","caca","0317",1.24898417799726e-05,0.133333333333333
"344","caca","0323",4.38694489611572e-06,0.0666666666666667
"345","caca","0325",1.63794165718784e-05,0.133333333333333
"346","caca","0402",0.000257952291812299,1.33333333333333
"347","caca","0403",0.000329891406467608,1.73333333333333
"348","caca","0404",4.9566205417338e-05,0.533333333333333
"349","caca","0405",3.15013315690606e-06,0.0666666666666667
"350","caca","0407",5.35032469250147e-06,0.0666666666666667
"351","caca","0408",0.00018277049929779,1.4
"352","caca","0409",3.0644246369764e-05,0.266666666666667
"353","caca","0410",8.95444695712787e-06,0.0666666666666667
"354","caca","0411",2.52072344592759e-05,0.133333333333333
"355","caca","0412",3.04268720937689e-05,0.0666666666666667
"356","caca","0414",0.00049568721040554,0.4
"357","caca","0415",0.00023594519100859,0.2
"358","caca","0416",0.000127703734856178,0.533333333333333
"359","caca","0417",2.13269429078831e-05,0.2
"360","caca","0419",3.53539482284472e-06,0.0666666666666667
"361","caca","0421",1.18279056962402e-05,0.0666666666666667
"362","caca","0422",1.90637889707868e-05,0.133333333333333
"363","caca","0424",8.95444695712787e-06,0.0666666666666667
"364","caca","0501",7.06518033779459e-05,0.733333333333333
"365","caca","0502",6.35130629653926e-05,0.533333333333333
"366","caca","0503",0.000329662946938025,3
"367","caca","0504",0.000189376853636141,2.46666666666667
"368","caca","0505",0.000138923305048862,1.53333333333333
"369","caca","0506",3.30092734920547e-05,0.4
"370","caca","0507",5.76490123799969e-05,0.8
"371","caca","0508",0.000263227834603227,3.26666666666667
"372","caca","0509",0.0001609495336254,1.66666666666667
"373","caca","0510",1.97025833936631e-05,0.266666666666667
"374","caca","0511",3.82472786491848e-05,0.266666666666667
"375","caca","0512",1.84821996364991e-05,0.2
"376","caca","0513",2.86083365655002e-06,0.0666666666666667
"377","caca","0515",4.69027043741865e-05,0.333333333333333
"378","caca","0516",2.9569765919821e-05,0.133333333333333
"379","caca","0517",7.4600055757285e-05,0.2
"380","caca","0519",5.57872458498194e-05,0.333333333333333
"381","caca","0520",3.15013315690606e-06,0.0666666666666667
"382","caca","0601",8.57770588443017e-05,0.666666666666667
"383","caca","0603",0.000163562574398726,2
"384","caca","0604",0.00051771900877308,5.86666666666667
"385","caca","0605",0.000328267643304404,3.8
"386","caca","0606",0.000257775847071867,2.73333333333333
"387","caca","0607",0.000116460825135583,1.2
"388","caca","0608",0.000467176879554297,4.66666666666667
"389","caca","0609",0.000195576606627764,2.46666666666667
"390","caca","0610",0.000481484243204537,5
"391","caca","0611",7.86320148212793e-05,0.466666666666667
"392","caca","0612",7.75672332114938e-06,0.0666666666666667
"393","caca","0613",1.47943041620291e-05,0.133333333333333
"394","caca","0614",1.04210351779402e-05,0.133333333333333
"395","caca","0615",0.000128617907795486,0.2
"396","caca","0616",2.56444799818496e-05,0.333333333333333
"397","caca","0620",1.3182684415833e-05,0.0666666666666667
"398","caca","0622",7.62994021521749e-06,0.0666666666666667
"399","caca","0623",3.15013315690606e-06,0.0666666666666667
"400","caca","0703",4.20574743634885e-05,0.533333333333333
"401","caca","0704",0.000115559919181407,1.26666666666667
"402","caca","0705",0.000103984721746525,1.06666666666667
"403","caca","0706",1.36881162645682e-05,0.266666666666667
"404","caca","0707",0.000375467505053609,4.73333333333333
"405","caca","0708",0.000916941637850194,9.4
"406","caca","0709",0.000156526636151169,1.86666666666667
"407","caca","0710",0.000195743826301473,2.13333333333333
"408","caca","0711",0.000166803501737974,1.86666666666667
"409","caca","0712",0.000129223105371829,1.33333333333333
"410","caca","0713",1.31608346883472e-05,0.2
"411","caca","0715",0.000331683401891914,1.73333333333333
"412","caca","0716",1.47269877845229e-05,0.133333333333333
"413","caca","0802",9.361520934465e-06,0.133333333333333
"414","caca","0803",9.50430626572287e-05,0.8
"415","caca","0804",0.000262977757999024,2.93333333333333
"416","caca","0805",0.00067356212952079,6.6
"417","caca","0806",0.000615057719083429,5.73333333333333
"418","caca","0807",0.000845060702263068,6.73333333333333
"419","caca","0808",0.000794921286897209,9.26666666666667
"420","caca","0809",0.000222213456618072,2.53333333333333
"421","caca","0810",0.000191387515035576,2.26666666666667
"422","caca","0811",0.000120373147383611,1.73333333333333
"423","caca","0812",0.000167692640722308,2.06666666666667
"424","caca","0813",7.69495469592032e-05,0.933333333333333
"425","caca","0814",0.000102924336462835,1.2
"426","caca","0815",4.72301195535531e-05,0.2
"427","caca","0816",4.38694489611572e-06,0.0666666666666667
"428","caca","0902",0.000273357016836859,2.93333333333333
"429","caca","0903",0.0004977922022019,5.13333333333333
"430","caca","0904",0.000527861878354114,5.93333333333333
"431","caca","0905",0.00101063970310333,10.9333333333333
"432","caca","0906",0.000739463731659242,6.6
"433","caca","0907",0.000467874924588241,4.46666666666667
"434","caca","0908",0.000753759661061171,7.06666666666667
"435","caca","0909",0.000380895648047162,4.06666666666667
"436","caca","0910",0.000828713974803489,7.2
"437","caca","0911",0.000277305458564227,3.93333333333333
"438","caca","0912",8.90656249335685e-05,1
"439","caca","0913",0.000148226557626279,1.4
"440","caca","0914",2.29455787127649e-05,0.266666666666667
"441","caca","0916",2.79737113895588e-05,0.2
"442","caca","0917",3.91643200992617e-05,0.133333333333333
"443","caca","1001",8.95444695712787e-06,0.0666666666666667
"444","caca","1002",0.00027293657644386,2.4
"445","caca","1003",0.000512633550564042,6.06666666666667
"446","caca","1004",0.000758997001262278,7.46666666666667
"447","caca","1005",0.000220459864263247,1.8
"448","caca","1006",0.000167523269594767,1.06666666666667
"449","caca","1007",0.000137483417121732,1.46666666666667
"450","caca","1008",0.000157167423666918,2
"451","caca","1009",0.000209845861512157,2.73333333333333
"452","caca","1010",0.000456849991447098,4.13333333333333
"453","caca","1011",0.000176506815063623,2.06666666666667
"454","caca","1012",7.62994021521749e-06,0.0666666666666667
"455","caca","1013",1.06061844685342e-05,0.2
"456","caca","1014",3.27834929089968e-05,0.0666666666666667
"457","caca","1016",7.62994021521749e-06,0.0666666666666667
"458","caca","1017",7.40462726283771e-05,0.0666666666666667
"459","caca","1102",5.20909336873392e-05,0.333333333333333
"460","caca","1103",0.000186966062811015,1
"461","caca","1104",0.000161606826692654,1.4
"462","caca","1105",0.000113317967177388,0.733333333333333
"463","caca","1107",0.000279794514236018,2.4
"464","caca","1108",0.000196322680273927,2.2
"465","caca","1109",0.000346618342980831,3.66666666666667
"466","caca","1110",0.000342972488293814,3
"467","caca","1111",4.46043133090753e-05,0.733333333333333
"468","caca","1112",3.53539482284472e-06,0.0666666666666667
"469","caca","1116",6.42991898220118e-06,0.0666666666666667
"470","caca","1204",3.31819730601928e-05,0.266666666666667
"471","caca","1205",8.40418628428066e-05,0.533333333333333
"472","caca","1206",0.000160824503275468,1.33333333333333
"473","caca","1207",0.000310024344409474,2.86666666666667
"474","caca","1208",0.000227020878699168,2
"475","caca","1209",0.000287466722641869,2.66666666666667
"476","caca","1210",0.000668706971453448,6.93333333333333
"477","caca","1211",0.000105833039760822,0.666666666666667
"478","caca","1304",3.93978192898314e-05,0.2
"479","caca","1305",5.08059408414805e-05,0.466666666666667
"480","caca","1306",0.00024513497411382,2.06666666666667
"481","caca","1307",0.000408863990275224,4.33333333333333
"482","caca","1308",0.000289854618483295,3
"483","caca","1309",0.000330745928204122,3.33333333333333
"484","caca","1310",0.000347658606753808,3.86666666666667
"485","caca","1311",0.000279549635516976,2.4
"486","caca","1312",4.44475092848249e-05,0.466666666666667
"487","caca","1405",3.61564636626072e-06,0.0666666666666667
"488","caca","1406",0.00012424679055598,1
"489","caca","1407",0.000128199116897425,1.4
"490","caca","1408",0.000196308647501784,1.53333333333333
"491","caca","1409",0.000337166680023031,2.33333333333333
"492","caca","1410",0.000275771462949509,2.86666666666667
"493","caca","1411",7.16849546163648e-05,0.8
"494","caca","1413",8.6793967216405e-06,0.0666666666666667
"495","caca","1507",2.43222431110264e-05,0.133333333333333
"496","caca","1508",2.13062851444676e-05,0.266666666666667
"497","caca","1509",3.17601049600599e-05,0.4
"498","caca","1510",8.70166544539177e-05,1
"499","caca","1511",3.53539482284472e-06,0.0666666666666667
"500","caca","1610",2.40075125720356e-05,0.266666666666667
"501","caca","1722",6.42991898220118e-06,0.0666666666666667
"502","caco","0208",1.64040193143299e-05,0.0666666666666667
"503","caco","0308",7.3738971126492e-06,0.0666666666666667
"504","caco","0503",1.79206514781215e-05,0.0666666666666667
"505","caco","0702",2.35341563974289e-05,0.0666666666666667
"506","caco","0703",1.25147062333546e-05,0.0666666666666667
"507","caco","0806",6.04099287973259e-06,0.0666666666666667
"508","caco","0901",2.25472680985023e-05,0.133333333333333
"509","caco","0904",1.52518389541716e-05,0.133333333333333
"510","caco","0905",6.04099287973259e-06,0.0666666666666667
"511","caco","0906",1.52518389541716e-05,0.133333333333333
"512","caco","0907",1.52518389541716e-05,0.133333333333333
"513","caco","0909",7.53135497489316e-06,0.0666666666666667
"514","caco","0910",1.54350284521545e-05,0.0666666666666667
"515","caco","1004",7.69070440513245e-06,0.0666666666666667
"516","caco","1005",7.53135497489316e-06,0.0666666666666667
"517","caco","1006",3.57305765514981e-05,0.2
"518","caco","1007",3.75339922124799e-05,0.266666666666667
"519","caco","1009",1.39999225098407e-05,0.133333333333333
"520","caco","1101",8.68682264737049e-06,0.0666666666666667
"521","caco","1102",1.10847020249046e-05,0.0666666666666667
"522","caco","1104",4.4738912805558e-05,0.333333333333333
"523","caco","1105",1.81229786391978e-05,0.2
"524","caco","1106",3.38470881217744e-05,0.2
"525","caco","1107",6.88165339918393e-05,0.466666666666667
"526","caco","1204",6.76287264578125e-06,0.0666666666666667
"527","caco","1205",8.68682264737049e-06,0.0666666666666667
"528","caco","1209",2.53714178090302e-05,0.2
